Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
2271,113.0,0.0,0.0,1341.0,11.0,150.0,160168.0,0.1,6576.5785291828615,0.0,0.0,27804.403549671173,,,,,,,,,,,,,,,,,,,,,2215.0242522082453,1125.655189370265,3393.6642203348833,-0.06952977501487193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,113.0,0.0,0.0,1380.0,12.0,39.0,160207.0,0.1,1125.2623071150324,0.0,0.0,27808.336566209793,,,,,,,,,,,,,,,,,,,,,552.1687144998253,279.9556545943937,928.3914992960928,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,113.0,0.0,0.0,1499.0,13.0,119.0,160326.0,0.1,5489.688223508334,0.0,0.0,27818.84634900093,,,,,,,,,,,,,,,,,,,,,2073.2135846439824,978.2077063425759,3142.8515796328625,-0.017910000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,113.0,0.0,0.0,1585.0,14.0,86.0,160412.0,0.1,3855.832621556289,0.0,0.0,27826.64877963066,,,,,,,,,,,,,,,,,,,,,1623.279952277214,846.486171292332,2631.9925862672444,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,113.0,0.0,0.0,1690.0,15.0,105.0,160517.0,0.1,4530.74079814192,0.0,0.0,27835.97841525078,,,,,,,,,,,,,,,,,,,,,1720.69868309335,868.2888448199029,2782.0401917068207,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,113.0,0.0,0.0,1794.0,16.0,104.0,160621.0,0.1,4278.8047695527985,0.0,0.0,27845.215231895447,,,,,,,,,,,,,,,,,,,,,1638.234836117127,871.225678243289,2656.7252964174063,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,113.0,0.0,0.0,1887.0,17.0,93.0,160714.0,0.1,3957.0025602352257,0.0,0.0,27853.828971862793,,,,,,,,,,,,,,,,,,,,,1557.7771194163035,805.9125342719005,2559.197876928948,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,113.0,0.0,0.0,1976.0,18.0,89.0,160803.0,0.1,3389.455501813153,0.0,0.0,27861.811317920685,,,,,,,,,,,,,,,,,,,,,1305.4600114661393,689.0943449398582,2272.825315384438,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,113.0,0.0,0.0,2054.0,19.0,78.0,160881.0,0.1,2979.1838659883706,0.0,0.0,27869.033266305923,,,,,,,,,,,,,,,,,,,,,1197.2678056491416,648.2744153436208,2086.843156394285,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,113.0,0.0,0.0,2114.0,20.0,60.0,160941.0,0.1,2156.648976624631,0.0,0.0,27874.673528432846,,,,,,,,,,,,,,,,,,,,,951.3989436630527,511.0123031580524,1618.0079690100995,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,114.0,0.0,0.0,22.0,1.0,22.0,160963.0,0.1,598.7330832377667,0.0,0.0,28047.205098628998,,,,,,,,,,,,,,,,,,,,,267.1369943106719,190.63962985594364,550.9263794402802,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,114.0,0.0,0.0,37.0,2.0,15.0,160978.0,0.1,260.7958532276525,0.0,0.0,28048.942880630493,,,,,,,,,,,,,,,,,,,,,105.04845742460117,89.3253273267002,250.0138604366517,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,114.0,0.0,0.0,63.0,3.0,26.0,161004.0,0.1,683.3371379109238,0.0,0.0,28051.629428863525,,,,,,,,,,,,,,,,,,,,,306.56239903254107,207.03610404384312,615.8870667916165,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,114.0,0.0,0.0,91.0,4.0,28.0,161032.0,0.1,891.4603098892601,0.0,0.0,28054.453044891357,,,,,,,,,,,,,,,,,,,,,422.45495101634344,274.5393104903716,788.871465773578,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,114.0,0.0,0.0,185.0,5.0,94.0,161126.0,0.1,3327.990971128872,0.0,0.0,28062.940983057022,,,,,,,,,,,,,,,,,,,,,1331.7195102967441,641.6913685321889,2118.3293862360283,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,114.0,0.0,0.0,211.0,6.0,26.0,161152.0,0.1,618.3009381596062,0.0,0.0,28065.814833164215,,,,,,,,,,,,,,,,,,,,,248.12753968058126,204.9159770767293,565.031912909555,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,114.0,0.0,0.0,298.0,7.0,87.0,161239.0,0.1,3741.8374205637356,0.0,0.0,28073.757724523544,,,,,,,,,,,,,,,,,,,,,1540.8805211294314,820.7836303159349,2450.0269025417106,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,114.0,0.0,0.0,361.0,8.0,63.0,161302.0,0.1,2592.962527167375,0.0,0.0,28079.469462633133,,,,,,,,,,,,,,,,,,,,,1101.3378559465864,650.726535312799,1937.6794999704364,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,114.0,0.0,0.0,408.0,9.0,47.0,161349.0,0.1,1697.7428886402558,0.0,0.0,28083.983731508255,,,,,,,,,,,,,,,,,,,,,747.9855542946736,477.78600214429224,1373.5227814730733,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,114.0,0.0,0.0,453.0,10.0,45.0,161394.0,0.1,1742.9121016279016,0.0,0.0,28088.28144454956,,,,,,,,,,,,,,,,,,,,,789.356907903435,454.82809043556057,1415.8774544141982,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,114.0,0.0,0.0,487.0,11.0,34.0,161428.0,0.1,1142.199060172882,0.0,0.0,28091.974596977234,,,,,,,,,,,,,,,,,,,,,519.229970468291,326.7032677742259,985.2676973917588,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,114.0,0.0,0.0,512.0,12.0,25.0,161453.0,0.1,687.7533525145737,0.0,0.0,28094.56795191765,,,,,,,,,,,,,,,,,,,,,313.0296085869655,212.67419714339954,621.8711869889119,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,114.0,0.0,0.0,544.0,13.0,32.0,161485.0,0.1,822.933354559727,0.0,0.0,28097.67557644844,,,,,,,,,,,,,,,,,,,,,347.55516315755074,248.34316682430065,726.1664139876651,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,114.0,0.0,0.0,569.0,14.0,25.0,161510.0,0.1,640.0932932911322,0.0,0.0,28100.25754094124,,,,,,,,,,,,,,,,,,,,,279.02409516174004,200.85525747000102,581.9174262837435,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,114.0,0.0,0.0,649.0,15.0,80.0,161590.0,0.1,2691.548515046547,0.0,0.0,28107.65185904503,,,,,,,,,,,,,,,,,,,,,1131.8117074965405,550.7263057144804,1822.364196560875,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,114.0,0.0,0.0,725.0,16.0,76.0,161666.0,0.1,2880.1307461563224,0.0,0.0,28114.50061106682,,,,,,,,,,,,,,,,,,,,,1224.5768349182395,615.75451835787,1989.0341308218133,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,114.0,0.0,0.0,791.0,17.0,66.0,161732.0,0.1,2696.242222564774,0.0,0.0,28120.615493535995,,,,,,,,,,,,,,,,,,,,,1173.8206185858835,642.8934758788168,1960.535266093348,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,114.0,0.0,0.0,819.0,18.0,28.0,161760.0,0.1,738.0811982627058,0.0,0.0,28123.42944097519,,,,,,,,,,,,,,,,,,,,,312.7686749309701,233.2283176277481,663.7138754025447,-0.05086786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,114.0,0.0,0.0,859.0,19.0,40.0,161800.0,0.1,912.6294885887854,0.0,0.0,28127.478410959244,,,,,,,,,,,,,,,,,,,,,390.1140906279262,218.32106966938582,771.9455691639781,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,114.0,0.0,0.0,914.0,20.0,55.0,161855.0,0.1,1292.5135183782074,0.0,0.0,28132.822416305542,,,,,,,,,,,,,,,,,,,,,422.0730027510727,396.72996406575066,1081.9032413683478,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,115.0,0.0,0.0,24.0,1.0,24.0,161879.0,0.1,604.7951975346467,0.0,0.0,28215.529332876205,,,,,,,,,,,,,,,,,,,,,255.74335212148242,193.710590625443,554.4503550918182,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,115.0,0.0,0.0,61.0,2.0,37.0,161916.0,0.1,1280.4747344601326,0.0,0.0,28219.250485897064,,,,,,,,,,,,,,,,,,,,,617.3488477655385,352.930024315733,1073.4166521649659,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,115.0,0.0,0.0,91.0,3.0,30.0,161946.0,0.1,946.3088570350106,0.0,0.0,28222.297828435898,,,,,,,,,,,,,,,,,,,,,432.6551835099666,280.6169986685229,833.0908090827676,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,115.0,0.0,0.0,115.0,4.0,24.0,161970.0,0.1,617.1082861535237,0.0,0.0,28224.709006547928,,,,,,,,,,,,,,,,,,,,,278.6721276231323,193.5527221441047,561.3988118803917,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,115.0,0.0,0.0,138.0,5.0,23.0,161993.0,0.1,637.2309129751889,0.0,0.0,28227.132569551468,,,,,,,,,,,,,,,,,,,,,296.4702348952309,191.35088686803954,580.5966319245849,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,115.0,0.0,0.0,175.0,6.0,37.0,162030.0,0.1,1272.3651029201983,0.0,0.0,28230.773992538452,,,,,,,,,,,,,,,,,,,,,597.7014181407224,356.9888781833674,1072.5595125070208,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,115.0,0.0,0.0,216.0,7.0,41.0,162071.0,0.1,1274.5289289975296,0.0,0.0,28235.016062498093,,,,,,,,,,,,,,,,,,,,,554.961381198797,356.4132951646236,1068.2529973533547,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,115.0,0.0,0.0,275.0,8.0,59.0,162130.0,0.1,2365.700818455679,0.0,0.0,28240.48575782776,,,,,,,,,,,,,,,,,,,,,1020.2183967133622,607.6375646687263,1799.5836796192168,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,115.0,0.0,0.0,326.0,9.0,51.0,162181.0,0.1,1684.5622435126747,0.0,0.0,28245.335495471954,,,,,,,,,,,,,,,,,,,,,711.1031229109431,449.7690526224513,1348.73956823599,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,115.0,0.0,0.0,371.0,10.0,45.0,162226.0,0.1,1632.5518702413608,0.0,0.0,28249.532328128815,,,,,,,,,,,,,,,,,,,,,715.1120041620599,447.12977534066073,1337.3650325154913,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,115.0,0.0,0.0,408.0,11.0,37.0,162263.0,0.1,1285.2611942808471,0.0,0.0,28253.351971149445,,,,,,,,,,,,,,,,,,,,,565.8781402768503,374.82161983408054,1097.7311319032876,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,115.0,0.0,0.0,433.0,12.0,25.0,162288.0,0.1,708.0407618772464,0.0,0.0,28255.89003968239,,,,,,,,,,,,,,,,,,,,,320.9776366988447,220.04073956449852,640.5431616187481,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,115.0,0.0,0.0,458.0,13.0,25.0,162313.0,0.1,503.09553052641684,0.0,0.0,28258.464081287384,,,,,,,,,,,,,,,,,,,,,195.3230458634403,162.33834045890802,463.4881839205762,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,115.0,0.0,0.0,480.0,14.0,22.0,162335.0,0.1,666.5668759478236,0.0,0.0,28260.78868150711,,,,,,,,,,,,,,,,,,,,,316.8160387033917,203.8746564442484,608.9861722610726,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,115.0,0.0,0.0,585.0,15.0,105.0,162440.0,0.1,4830.839275314254,0.0,0.0,28270.01808810234,,,,,,,,,,,,,,,,,,,,,1873.4618952485594,946.2240746058247,2921.8490820357774,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,115.0,0.0,0.0,657.0,16.0,72.0,162512.0,0.1,3042.453335850226,0.0,0.0,28276.753295898438,,,,,,,,,,,,,,,,,,,,,1297.3330239424445,703.6826323270094,2151.1820820443477,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,115.0,0.0,0.0,719.0,17.0,62.0,162574.0,0.1,2350.490439818802,0.0,0.0,28282.533575057983,,,,,,,,,,,,,,,,,,,,,1000.5622755835567,599.8922764914457,1765.2707162095676,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,115.0,0.0,0.0,771.0,18.0,52.0,162626.0,0.1,1956.5558917206881,0.0,0.0,28287.344584703445,,,,,,,,,,,,,,,,,,,,,860.7383104092338,515.0384702660061,1539.6102135576837,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,115.0,0.0,0.0,817.0,19.0,46.0,162672.0,0.1,1763.8097633540406,0.0,0.0,28291.705731630325,,,,,,,,,,,,,,,,,,,,,785.0297781265697,476.8328425884492,1431.176477314374,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,115.0,0.0,0.0,850.0,20.0,33.0,162705.0,0.1,1123.7923564943799,0.0,0.0,28294.962245941162,,,,,,,,,,,,,,,,,,,,,538.4998421262375,318.91314448854985,965.29681521551,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,116.0,0.0,0.0,25.0,1.0,25.0,162730.0,0.1,721.4233171909287,0.0,0.0,28372.53076481819,,,,,,,,,,,,,,,,,,,,,331.7368295501082,220.8601879280266,651.4530250009201,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,116.0,0.0,0.0,62.0,2.0,37.0,162767.0,0.1,1132.674965626216,0.0,0.0,28376.039914131165,,,,,,,,,,,,,,,,,,,,,519.5050306040981,320.0378029397478,959.5532132463009,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,116.0,0.0,0.0,88.0,3.0,26.0,162793.0,0.1,828.8552360738764,0.0,0.0,28378.723972320557,,,,,,,,,,,,,,,,,,,,,392.33413672928896,246.51210947527773,741.6063264200195,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,116.0,0.0,0.0,111.0,4.0,23.0,162816.0,0.1,595.527642278164,0.0,0.0,28381.07452917099,,,,,,,,,,,,,,,,,,,,,267.97123130042803,190.4021599579645,544.734475134237,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,116.0,0.0,0.0,161.0,5.0,50.0,162866.0,0.1,1909.641747660517,0.0,0.0,28385.90730214119,,,,,,,,,,,,,,,,,,,,,880.9732811944949,485.1431734323952,1498.9849067067332,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,116.0,0.0,0.0,181.0,6.0,20.0,162886.0,0.1,523.0149058746139,0.0,0.0,28388.11483192444,,,,,,,,,,,,,,,,,,,,,245.1189531447003,163.7131175745234,483.6150548369288,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,116.0,0.0,0.0,257.0,7.0,76.0,162962.0,0.1,2886.371368490649,0.0,0.0,28394.972873926163,,,,,,,,,,,,,,,,,,,,,1228.0653085362937,672.0347684349932,1992.6963922080042,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,116.0,0.0,0.0,314.0,8.0,57.0,163019.0,0.1,2410.710700099815,0.0,0.0,28400.279496908188,,,,,,,,,,,,,,,,,,,,,1070.3351465140952,609.8189795541896,1837.179539421263,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,116.0,0.0,0.0,379.0,9.0,65.0,163084.0,0.1,2434.797158657416,0.0,0.0,28406.419184923172,,,,,,,,,,,,,,,,,,,,,1030.4060257146555,572.7785588417318,1800.8705662104783,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,116.0,0.0,0.0,419.0,10.0,40.0,163124.0,0.1,1485.1858314792144,0.0,0.0,28410.287358045578,,,,,,,,,,,,,,,,,,,,,678.1989915333312,416.100822565646,1238.55344849085,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,116.0,0.0,0.0,455.0,11.0,36.0,163160.0,0.1,1148.1726144944448,0.0,0.0,28413.769174814224,,,,,,,,,,,,,,,,,,,,,538.2725039978354,327.3287036496792,973.7725875474174,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,116.0,0.0,0.0,492.0,12.0,37.0,163197.0,0.1,948.4362661285638,0.0,0.0,28417.310401916504,,,,,,,,,,,,,,,,,,,,,363.92177175982124,299.88095876690704,830.3083466762878,-0.08432705967407597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,116.0,0.0,0.0,526.0,13.0,34.0,163231.0,0.1,1062.1926628565532,0.0,0.0,28420.60761141777,,,,,,,,,,,,,,,,,,,,,491.0994747515051,303.5141249262335,913.3954101020724,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,116.0,0.0,0.0,634.0,14.0,108.0,163339.0,0.1,4859.067145197194,0.0,0.0,28430.35407590866,,,,,,,,,,,,,,,,,,,,,1854.1570977839424,945.3326577573542,3012.7310803147466,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,116.0,0.0,0.0,706.0,15.0,72.0,163411.0,0.1,2976.954140979442,0.0,0.0,28436.889289855957,,,,,,,,,,,,,,,,,,,,,1251.753736319615,701.0303916041349,2117.836395091641,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,116.0,0.0,0.0,778.0,16.0,72.0,163483.0,0.1,2672.6654058569193,0.0,0.0,28443.33122777939,,,,,,,,,,,,,,,,,,,,,1087.4231187960518,655.5892592451992,1928.0897462746266,-0.05086786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,116.0,0.0,0.0,845.0,17.0,67.0,163550.0,0.1,1772.0732943523199,0.0,0.0,28449.347539901733,,,,,,,,,,,,,,,,,,,,,841.3781333123034,376.1549640603545,1232.884343468092,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,116.0,0.0,0.0,897.0,18.0,52.0,163602.0,0.1,1212.5794710882624,0.0,0.0,28454.33015561104,,,,,,,,,,,,,,,,,,,,,381.4491924075274,383.1660935968933,1034.818784854962,-0.1621017561624922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,116.0,0.0,0.0,942.0,19.0,45.0,163647.0,0.1,1525.9684558729487,0.0,0.0,28458.672836780548,,,,,,,,,,,,,,,,,,,,,681.6788233588633,424.8189969436028,1243.9679475170494,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,116.0,0.0,0.0,994.0,20.0,52.0,163699.0,0.1,1168.867182360232,0.0,0.0,28463.50429368019,,,,,,,,,,,,,,,,,,,,,466.7630399758639,347.6227055751238,944.955006196085,-0.11023107930092882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,117.0,0.0,0.0,55.0,1.0,55.0,163754.0,0.1,2135.8479089803677,0.0,0.0,28554.54775905609,,,,,,,,,,,,,,,,,,,,,925.0159247812948,554.754836959684,1660.1256508016072,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,117.0,0.0,0.0,93.0,2.0,38.0,163792.0,0.1,1262.0240173994587,0.0,0.0,28558.29487156868,,,,,,,,,,,,,,,,,,,,,584.6686832598939,354.41013040190273,1060.9630831146812,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,117.0,0.0,0.0,126.0,3.0,33.0,163825.0,0.1,851.0168643258146,0.0,0.0,28561.553953170776,,,,,,,,,,,,,,,,,,,,,365.05878312380133,238.48990953627666,745.3805386133662,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,117.0,0.0,0.0,148.0,4.0,22.0,163847.0,0.1,588.5295276781136,0.0,0.0,28563.889839410782,,,,,,,,,,,,,,,,,,,,,267.08472508430725,190.29536954183635,540.527383082916,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,117.0,0.0,0.0,234.0,5.0,86.0,163933.0,0.1,3486.6157504557523,0.0,0.0,28571.857850313187,,,,,,,,,,,,,,,,,,,,,1456.5110101664636,682.9097816763691,2279.3758613535283,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,117.0,0.0,0.0,315.0,6.0,81.0,164014.0,0.1,3403.0440068926073,0.0,0.0,28579.18796491623,,,,,,,,,,,,,,,,,,,,,1430.4438479766125,715.9495930065326,2289.954586298897,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,117.0,0.0,0.0,337.0,7.0,22.0,164036.0,0.1,552.6776259016648,0.0,0.0,28581.698210000992,,,,,,,,,,,,,,,,,,,,,244.87786205559422,176.4220235225741,508.932247984322,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,117.0,0.0,0.0,399.0,8.0,62.0,164098.0,0.1,2567.129777412317,0.0,0.0,28587.48300075531,,,,,,,,,,,,,,,,,,,,,1133.6924162831492,611.3211359224002,1902.0921123525816,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,117.0,0.0,0.0,451.0,9.0,52.0,164150.0,0.1,2011.6088525360888,0.0,0.0,28592.525702238083,,,,,,,,,,,,,,,,,,,,,927.8139465163155,505.50045576742303,1560.1934500026575,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,117.0,0.0,0.0,506.0,10.0,55.0,164205.0,0.1,1632.7040791357717,0.0,0.0,28597.627282857895,,,,,,,,,,,,,,,,,,,,,604.341053041917,471.530503073382,1326.7181919831828,-0.10225361545548366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,117.0,0.0,0.0,543.0,11.0,37.0,164242.0,0.1,901.0354956917953,0.0,0.0,28601.23908829689,,,,,,,,,,,,,,,,,,,,,363.5106936440981,249.0288871503127,782.1003357243941,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,117.0,0.0,0.0,572.0,12.0,29.0,164271.0,0.1,760.8616671516161,0.0,0.0,28604.12544155121,,,,,,,,,,,,,,,,,,,,,304.76518803693085,245.16323279280252,686.1338257533988,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,117.0,0.0,0.0,605.0,13.0,33.0,164304.0,0.1,1038.9833588853803,0.0,0.0,28607.39073061943,,,,,,,,,,,,,,,,,,,,,467.202965112766,302.43378642847716,902.7715339232396,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,117.0,0.0,0.0,629.0,14.0,24.0,164328.0,0.1,640.602130086802,0.0,0.0,28610.17152285576,,,,,,,,,,,,,,,,,,,,,291.5658695853015,197.3217916700349,582.2123470934902,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,117.0,0.0,0.0,712.0,15.0,83.0,164411.0,0.1,3650.5734146356754,0.0,0.0,28617.633635759354,,,,,,,,,,,,,,,,,,,,,1494.3002976304733,809.9659503356945,2459.2431053998384,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,117.0,0.0,0.0,748.0,16.0,36.0,164447.0,0.1,1094.2616633908474,0.0,0.0,28621.148347854614,,,,,,,,,,,,,,,,,,,,,495.63810558500586,317.9546140519061,934.4270435468269,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,117.0,0.0,0.0,811.0,17.0,63.0,164510.0,0.1,2407.343531190507,0.0,0.0,28626.926931142807,,,,,,,,,,,,,,,,,,,,,979.9206941305358,609.3313381527441,1826.3376123745225,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,117.0,0.0,0.0,864.0,18.0,53.0,164563.0,0.1,2085.3185129341628,0.0,0.0,28632.08545732498,,,,,,,,,,,,,,,,,,,,,946.3177451924738,515.0913827137225,1615.9270564046035,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
