Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
70,3.0,0.0,0.0,449.0,10.0,45.0,3482.0,0.1,1571.6039688354867,0.0,0.0,582.3153967857361,,,,,,,,,,,,,,,,,,,,,720.8747877394571,426.0115450593028,1272.533735693022,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,491.0,11.0,42.0,3524.0,0.1,1265.4054137107541,0.0,0.0,586.1978740692139,,,,,,,,,,,,,,,,,,,,,565.8382820523051,348.0647708680252,1048.6208909792738,-0.04061570227200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,516.0,12.0,25.0,3549.0,0.1,667.2085186226069,0.0,0.0,588.723311662674,,,,,,,,,,,,,,,,,,,,,313.2320417187643,197.92193201133176,600.8575739138005,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,547.0,13.0,31.0,3580.0,0.1,679.2008504760325,0.0,0.0,591.7549259662628,,,,,,,,,,,,,,,,,,,,,290.33694854618545,190.480389808323,601.159469877273,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,611.0,14.0,64.0,3644.0,0.1,2248.943920555096,0.0,0.0,597.738986492157,,,,,,,,,,,,,,,,,,,,,1010.725320493463,584.8367738215196,1644.4142398050565,-0.04737408344928001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,709.0,15.0,98.0,3742.0,0.1,4396.494929303529,0.0,0.0,606.4291207790375,,,,,,,,,,,,,,,,,,,,,1744.2927197638026,877.1784124637979,2741.6468359708197,-0.024966720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,778.0,16.0,69.0,3811.0,0.1,2731.2962387087478,0.0,0.0,612.6071183681488,,,,,,,,,,,,,,,,,,,,,1202.8601924294899,613.9138604859033,1939.9272583740421,-0.023184720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,840.0,17.0,62.0,3873.0,0.1,2383.207500248098,0.0,0.0,618.1821095943451,,,,,,,,,,,,,,,,,,,,,1059.0279861042723,557.1141695176781,1761.6673287046708,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,893.0,18.0,53.0,3926.0,0.1,1972.3520275877956,0.0,0.0,622.9773118495941,,,,,,,,,,,,,,,,,,,,,877.6347071707728,496.37738934879843,1537.8080122306765,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,937.0,19.0,44.0,3970.0,0.1,1566.1924817621841,0.0,0.0,627.2470266819,,,,,,,,,,,,,,,,,,,,,733.3147466616309,410.8171460691327,1268.782770361255,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,993.0,20.0,56.0,4026.0,0.1,2077.689340356527,0.0,0.0,632.3885519504547,,,,,,,,,,,,,,,,,,,,,949.7939485575205,509.7521611939014,1577.1908266139324,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,42.0,1.0,42.0,4068.0,0.1,1240.49479802623,0.0,0.0,721.892196893692,,,,,,,,,,,,,,,,,,,,,633.8639830976509,304.86907810224733,994.0535915980173,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,78.0,2.0,36.0,4104.0,0.1,1122.7103138827156,0.0,0.0,725.5633223056793,,,,,,,,,,,,,,,,,,,,,548.5228085337204,310.1629785929843,944.0282652898443,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,108.0,3.0,30.0,4134.0,0.1,895.6917072166277,0.0,0.0,728.5014204978943,,,,,,,,,,,,,,,,,,,,,438.71809891442723,254.58880198288873,779.5901209491881,-0.023166720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,124.0,4.0,16.0,4150.0,0.1,341.20621858891997,0.0,0.0,730.2384099960327,,,,,,,,,,,,,,,,,,,,,143.95274448602908,113.34680602375941,324.63399599138387,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,210.0,5.0,86.0,4236.0,0.1,3121.3141500455336,0.0,0.0,737.839243888855,,,,,,,,,,,,,,,,,,,,,1253.524212441269,665.4658361535276,2084.7702554290804,-0.023166720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,248.0,6.0,38.0,4274.0,0.1,1256.4598019640957,0.0,0.0,741.4556982517242,,,,,,,,,,,,,,,,,,,,,611.6852439567556,344.66012427524726,1044.8111511687878,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,301.0,7.0,53.0,4327.0,0.1,1968.4997570565984,0.0,0.0,746.5280957221985,,,,,,,,,,,,,,,,,,,,,875.0811821785408,521.6983406336972,1535.2583721068995,-0.040544775090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,363.0,8.0,62.0,4389.0,0.1,2435.290761338584,0.0,0.0,752.14830327034,,,,,,,,,,,,,,,,,,,,,1081.3247895812665,600.6633780234554,1800.7033892441564,-0.03191741100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,412.0,9.0,49.0,4438.0,0.1,1238.8400082265834,0.0,0.0,756.6829626560211,,,,,,,,,,,,,,,,,,,,,517.9265408629203,283.0618412171306,1005.0566301436099,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,449.0,10.0,37.0,4475.0,0.1,1262.2523471233242,0.0,0.0,760.1852889060974,,,,,,,,,,,,,,,,,,,,,606.2624385895618,344.1339458771198,1059.0095345833956,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,485.0,11.0,36.0,4511.0,0.1,1152.1477438881186,0.0,0.0,763.7700960636139,,,,,,,,,,,,,,,,,,,,,529.6839640314629,320.3248747714507,980.9830801314068,-0.03191741100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,512.0,12.0,27.0,4538.0,0.1,712.3857782617047,0.0,0.0,766.4472439289093,,,,,,,,,,,,,,,,,,,,,317.56914848278603,212.34138339244384,639.3654812481915,-0.030117411000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,530.0,13.0,18.0,4556.0,0.1,327.47784816807626,0.0,0.0,768.3570635318756,,,,,,,,,,,,,,,,,,,,,135.43842287442507,107.85132060400042,309.25306810598914,-0.02837087280000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,637.0,14.0,107.0,4663.0,0.1,4995.781916122839,0.0,0.0,777.7887477874756,,,,,,,,,,,,,,,,,,,,,1940.019295792599,985.7864405218551,3041.5929921824136,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,691.0,15.0,54.0,4717.0,0.1,1912.701029490092,0.0,0.0,782.9358859062195,,,,,,,,,,,,,,,,,,,,,868.3298512491751,485.52924723644395,1473.117957163082,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,747.0,16.0,56.0,4773.0,0.1,1951.6891120750836,0.0,0.0,788.0367021560669,,,,,,,,,,,,,,,,,,,,,826.7940314669487,530.0069458227198,1518.9107789547925,-0.06607005738863933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,807.0,17.0,60.0,4833.0,0.1,2413.9861725801848,0.0,0.0,793.4557521343231,,,,,,,,,,,,,,,,,,,,,1081.0266799354358,582.3471758339074,1801.2143297815767,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,854.0,18.0,47.0,4880.0,0.1,1834.388996098799,0.0,0.0,797.8100237846375,,,,,,,,,,,,,,,,,,,,,857.6214215385314,480.4397598248768,1460.3682562755732,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,881.0,19.0,27.0,4907.0,0.1,733.9657985698464,0.0,0.0,800.4949872493744,,,,,,,,,,,,,,,,,,,,,338.40301903185434,223.0871747864295,655.6443051027911,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,931.0,20.0,50.0,4957.0,0.1,1569.9382741967497,0.0,0.0,805.2996716499329,,,,,,,,,,,,,,,,,,,,,681.4455554310289,417.83641068437254,1254.1735501287974,-0.04740954524928001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,44.0,1.0,44.0,5001.0,0.1,1389.6506441350948,0.0,0.0,888.8100302219391,,,,,,,,,,,,,,,,,,,,,673.5918515916004,338.52997740711686,1115.468043500449,-0.016110000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,61.0,2.0,17.0,5018.0,0.1,342.8610256445762,0.0,0.0,890.6184737682343,,,,,,,,,,,,,,,,,,,,,152.55289329213943,110.50071476315104,323.3619363176335,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,95.0,3.0,34.0,5052.0,0.1,921.4775770597004,0.0,0.0,893.9086399078369,,,,,,,,,,,,,,,,,,,,,432.5905918754446,265.1535127456125,790.1201671483004,-0.03191741100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,113.0,4.0,18.0,5070.0,0.1,415.1273370703771,0.0,0.0,896.0378482341766,,,,,,,,,,,,,,,,,,,,,188.3345085160313,131.8177839237078,388.96758038719685,-0.024966720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,195.0,5.0,82.0,5152.0,0.1,3040.5901131945093,0.0,0.0,903.3541741371155,,,,,,,,,,,,,,,,,,,,,1194.3383422817874,703.0322486677852,2103.0840450193277,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,268.0,6.0,73.0,5225.0,0.1,3001.553309796844,0.0,0.0,909.9033455848694,,,,,,,,,,,,,,,,,,,,,1322.7625631631206,667.5786843078016,2077.2743992324927,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,315.0,7.0,47.0,5272.0,0.1,1543.036250848041,0.0,0.0,914.2846615314484,,,,,,,,,,,,,,,,,,,,,671.6365423134517,430.89070585215154,1252.2875991844896,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,371.0,8.0,56.0,5328.0,0.1,1709.1459854621933,0.0,0.0,919.6120750904083,,,,,,,,,,,,,,,,,,,,,695.9019593979793,434.630249514962,1346.2308827663762,-0.017910000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,418.0,9.0,47.0,5375.0,0.1,1011.969663503943,0.0,0.0,923.9540073871613,,,,,,,,,,,,,,,,,,,,,350.3114416273418,323.2646941324602,864.5273808173575,-0.11559838016947979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,444.0,10.0,26.0,5401.0,0.1,564.8945813936215,0.0,0.0,926.501059293747,,,,,,,,,,,,,,,,,,,,,235.5169539300812,182.0048147864155,513.8865150207125,-0.050903685539100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,482.0,11.0,38.0,5439.0,0.1,1110.72244821722,0.0,0.0,930.1208207607269,,,,,,,,,,,,,,,,,,,,,497.29967243547645,315.2768605854211,940.4638023586767,-0.042379882272000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,521.0,12.0,39.0,5478.0,0.1,1127.2569792227976,0.0,0.0,933.8061039447784,,,,,,,,,,,,,,,,,,,,,548.9297433357748,288.4720201031314,931.7155181326858,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,538.0,13.0,17.0,5495.0,0.1,320.7379160040172,0.0,0.0,935.847742319107,,,,,,,,,,,,,,,,,,,,,141.48565435025404,103.87626688883931,302.7092692219917,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,620.0,14.0,82.0,5577.0,0.1,3408.2152890611865,0.0,0.0,943.1615691184998,,,,,,,,,,,,,,,,,,,,,1503.4296760297163,764.4114704028932,2371.357845268293,-0.024966720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,720.0,15.0,100.0,5677.0,0.1,4473.631834104867,0.0,0.0,951.9314053058624,,,,,,,,,,,,,,,,,,,,,1753.269062391335,905.7388107733483,2784.3593572294712,-0.024930900000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,782.0,16.0,62.0,5739.0,0.1,2420.8081686553683,0.0,0.0,957.5195755958557,,,,,,,,,,,,,,,,,,,,,1034.829027229964,612.0322517503301,1815.3394263572986,-0.043863365249280015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,841.0,17.0,59.0,5798.0,0.1,2443.53551014599,0.0,0.0,962.8570914268494,,,,,,,,,,,,,,,,,,,,,1114.3914355829754,599.495346226186,1822.3085023487754,-0.023166720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,891.0,18.0,50.0,5848.0,0.1,1916.0381675229996,0.0,0.0,967.6306138038635,,,,,,,,,,,,,,,,,,,,,871.0353249214023,490.43243376583604,1510.5810683219047,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,936.0,19.0,45.0,5893.0,0.1,1518.650186399739,0.0,0.0,971.7873177528381,,,,,,,,,,,,,,,,,,,,,716.3399448557128,397.109478883122,1220.5868903322805,-0.023184720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,971.0,20.0,35.0,5928.0,0.1,1098.9851702092355,0.0,0.0,975.2250828742981,,,,,,,,,,,,,,,,,,,,,526.631864530441,309.74530545531394,933.2354021258861,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,31.0,1.0,31.0,5959.0,0.1,667.1263377133753,0.0,0.0,1063.954312801361,,,,,,,,,,,,,,,,,,,,,294.4694748667823,191.56841463926597,587.5327012597415,-0.04230895509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,73.0,2.0,42.0,6001.0,0.1,1358.168940693929,0.0,0.0,1067.8757364749908,,,,,,,,,,,,,,,,,,,,,615.9171987932219,380.3031751504922,1121.807690236482,-0.04059788227200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,100.0,3.0,27.0,6028.0,0.1,600.4500280686516,0.0,0.0,1070.560698747635,,,,,,,,,,,,,,,,,,,,,261.2995347634266,186.5025534866174,540.6582529155457,-0.04052695509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,122.0,4.0,22.0,6050.0,0.1,521.2357615482714,0.0,0.0,1073.003651380539,,,,,,,,,,,,,,,,,,,,,236.82686496561917,165.1814387823774,478.65916871322844,-0.031899411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,154.0,5.0,32.0,6082.0,0.1,886.8603182684767,0.0,0.0,1076.0995225906372,,,,,,,,,,,,,,,,,,,,,423.8047545750147,243.24868539563857,766.4960685689947,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,223.0,6.0,69.0,6151.0,0.1,2854.1394479265414,0.0,0.0,1082.3303418159485,,,,,,,,,,,,,,,,,,,,,1250.2323585417537,659.7017945821829,2031.9142133789717,-0.030117411000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,254.0,7.0,31.0,6182.0,0.1,852.8054121757457,0.0,0.0,1085.313499212265,,,,,,,,,,,,,,,,,,,,,390.55432108737006,259.74991261687103,746.5907281284165,-0.03883370227200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,310.0,8.0,56.0,6238.0,0.1,1768.3378716201191,0.0,0.0,1090.3968350887299,,,,,,,,,,,,,,,,,,,,,802.3658524627086,427.11522933792475,1345.7943008274683,-0.023184720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,373.0,9.0,63.0,6301.0,0.1,2198.7621142015414,0.0,0.0,1096.3097760677338,,,,,,,,,,,,,,,,,,,,,931.5384824482436,578.3289684410531,1644.6208246700824,-0.055865575865709005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,417.0,10.0,44.0,6345.0,0.1,1502.9208593235019,0.0,0.0,1100.4091494083405,,,,,,,,,,,,,,,,,,,,,701.9188886646778,394.90613509075246,1218.3211389766798,-0.023166720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,448.0,11.0,31.0,6376.0,0.1,857.274038943008,0.0,0.0,1103.3927760124207,,,,,,,,,,,,,,,,,,,,,392.06150498672736,240.76493335505748,750.6733725100728,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,472.0,12.0,24.0,6400.0,0.1,595.0147647659197,0.0,0.0,1105.8489847183228,,,,,,,,,,,,,,,,,,,,,285.16132234166935,178.45032049523724,537.2676741188848,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,500.0,13.0,28.0,6428.0,0.1,867.1705990333176,0.0,0.0,1108.9117238521576,,,,,,,,,,,,,,,,,,,,,438.83403887457854,238.93600716535468,759.4093134868232,-0.016110000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,583.0,14.0,83.0,6511.0,0.1,3484.0293922366836,0.0,0.0,1116.2922093868256,,,,,,,,,,,,,,,,,,,,,1449.2547451930834,758.0877024069011,2327.464497221123,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,661.0,15.0,78.0,6589.0,0.1,3189.7888723976375,0.0,0.0,1123.2147860527039,,,,,,,,,,,,,,,,,,,,,1351.1343283957117,724.5539446342461,2179.2716011110924,-0.03366359100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,729.0,16.0,68.0,6657.0,0.1,2725.0951073265314,0.0,0.0,1129.3117053508759,,,,,,,,,,,,,,,,,,,,,1189.9889540445429,633.426053431169,1954.803202302052,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,746.0,17.0,17.0,6674.0,0.1,294.41867027093923,0.0,0.0,1131.1295597553253,,,,,,,,,,,,,,,,,,,,,120.89148336381153,99.06115393932403,279.42772992459066,-0.030170872800000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,796.0,18.0,50.0,6724.0,0.1,1464.3558149207713,0.0,0.0,1135.959243774414,,,,,,,,,,,,,,,,,,,,,611.9952281037417,394.82226033632975,1181.8775644004697,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,840.0,19.0,44.0,6768.0,0.1,1263.4744909608967,0.0,0.0,1140.0543417930603,,,,,,,,,,,,,,,,,,,,,554.0018710671898,338.2547859421062,1040.41798560487,-0.023184720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,896.0,20.0,56.0,6824.0,0.1,2117.5167848190613,0.0,0.0,1145.154880285263,,,,,,,,,,,,,,,,,,,,,970.3804599200308,515.6020928410256,1606.0644090030034,-0.024966720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,44.0,1.0,44.0,6868.0,0.1,1467.8138085154078,0.0,0.0,1230.3661651611328,,,,,,,,,,,,,,,,,,,,,726.282466506438,375.47032623076694,1171.5636396822517,-0.023166720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,60.0,2.0,16.0,6884.0,0.1,283.5323116395748,0.0,0.0,1232.0958786010742,,,,,,,,,,,,,,,,,,,,,116.46199955066658,98.3481604056658,270.27690206251214,-0.030152872800000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,89.0,3.0,29.0,6913.0,0.1,786.1440736605146,0.0,0.0,1235.1238505840302,,,,,,,,,,,,,,,,,,,,,384.59150783147,225.17335514480925,688.3099034684095,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,118.0,4.0,29.0,6942.0,0.1,776.9856207295463,0.0,0.0,1237.9740052223206,,,,,,,,,,,,,,,,,,,,,348.59750864121463,235.67321277214603,689.6156955653444,-0.0337170528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,138.0,5.0,20.0,6962.0,0.1,490.2834897464932,0.0,0.0,1240.1015894412994,,,,,,,,,,,,,,,,,,,,,219.42495154741604,153.33028028902365,455.46219716050393,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,218.0,6.0,80.0,7042.0,0.1,3122.3621624624056,0.0,0.0,1247.2737076282501,,,,,,,,,,,,,,,,,,,,,1321.4775105883577,684.170435600493,2107.1116763511045,-0.031899411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,307.0,7.0,89.0,7131.0,0.1,3693.0325725923663,0.0,0.0,1255.2316963672638,,,,,,,,,,,,,,,,,,,,,1502.6657494421338,779.09893729204,2403.489496570622,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,360.0,8.0,53.0,7184.0,0.1,1932.843712029831,0.0,0.0,1260.268275976181,,,,,,,,,,,,,,,,,,,,,886.6388449045137,494.80627614779337,1492.6284299871834,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,410.0,9.0,50.0,7234.0,0.1,1743.337990875248,0.0,0.0,1264.8715150356293,,,,,,,,,,,,,,,,,,,,,805.4137353772248,454.7289400157497,1367.8513653572452,-0.031899411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,452.0,10.0,42.0,7276.0,0.1,1448.1552242562282,0.0,0.0,1268.817177772522,,,,,,,,,,,,,,,,,,,,,684.0255542399896,381.0227474555419,1184.4347428583123,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,484.0,11.0,32.0,7308.0,0.1,984.8440338608494,0.0,0.0,1271.933559179306,,,,,,,,,,,,,,,,,,,,,483.3832541584649,268.3892819814746,847.0170314561168,-0.014328000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,526.0,12.0,42.0,7350.0,0.1,1315.991168477242,0.0,0.0,1275.8442425727844,,,,,,,,,,,,,,,,,,,,,621.1355197870092,354.1058588012237,1076.5373432983342,-0.030117411000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,620.0,13.0,94.0,7444.0,0.1,4074.0952290603823,0.0,0.0,1284.3901331424713,,,,,,,,,,,,,,,,,,,,,1665.2493748042984,819.156449584667,2559.69882332858,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,724.0,14.0,104.0,7548.0,0.1,4824.3369703010585,0.0,0.0,1293.5567734241486,,,,,,,,,,,,,,,,,,,,,1885.464495046092,942.4044209227527,2970.188489534511,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,827.0,15.0,103.0,7651.0,0.1,3697.0999918701477,0.0,0.0,1302.590918302536,,,,,,,,,,,,,,,,,,,,,1440.8761417934493,706.9497065613607,2257.930380392709,-0.02837087280000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,897.0,16.0,70.0,7721.0,0.1,2826.4534669545164,0.0,0.0,1308.8694128990173,,,,,,,,,,,,,,,,,,,,,1216.6249914367957,646.2243608058895,2014.9127364031806,-0.03188159100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,957.0,17.0,60.0,7781.0,0.1,2377.3435312337233,0.0,0.0,1314.5060272216797,,,,,,,,,,,,,,,,,,,,,1063.6089445052353,569.4928911989073,1774.4905259979416,-0.024966720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
